Title,Link,Country,Keywords,Sentiment Score,Sentiment,Impact on Country
U.S. Energy Information Administration (EIA),https://www.eia.gov/electricity/monthly/,Unknown,"Information Administration, Net Generation, Energy Source, Energy Information, EIA",0.633822781,Positive,Likely Positive
Electricity Data Browser,https://www.eia.gov/electricity/data/browser/,Unknown,"Browser Monthly, congressional reports, Data Browser, Electricity Data, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/consumption/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
Residential Energy Consumption Survey (RECS),https://www.eia.gov/consumption/residential/,Unknown,"Consumption Survey, Features Release, EIA hosted, Release Date, Survey",0.084035038,Positive,Likely Positive
Energy Information Administration (EIA)- Commercial Buildings Energy Consumption Survey (CBECS),https://www.eia.gov/consumption/commercial/,Unknown,"Information Administration, Consumption Survey, Energy Information, Energy Consumption, Buildings Energy",-0.307243315,Negative,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/coal/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/coal/production/quarterly/,Unknown,"Energy Information, Information Administration, Quarterly Coal, detailed quarterly, Coal Report",0.378722221,Positive,Likely Positive
Coal Data Browser,https://www.eia.gov/beta/coal/data/browser/,Unknown,"Browser Monthly, congressional reports, Data Browser, Coal Data, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/renewable/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration - EIA - Independent Statistics and Analysis,https://www.eia.gov/renewable/afv/,Unknown,"Information Administration, Independent Statistics, Energy Information, Analysis Alternative, Administration",-0.115696072,Negative,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/nuclear/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration - EIA - Independent Statistics and Analysis,https://www.eia.gov/nuclear/outages/,Unknown,"Independent Statistics, Analysis Download, Download Download, Energy Information, Information Administration",-0.294542458,Negative,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/totalenergy/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/totalenergy/data/monthly/,Unknown,"Information Administration, Energy Information, Energy, energy statistics, data",0.000870902,Neutral,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/totalenergy/data/annual/,Unknown,"Energy Review, Information Administration, Energy Information, Monthly Energy, Annual Energy",0.715075582,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=a,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=b,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=c,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=d,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=e,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=f,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=g,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=h,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=i,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=j,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=k,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=l,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=m,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=n,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=o,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=p,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=q,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=r,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=s,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=t,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=u,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=v,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=w,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=xyz,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/analysis/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/outlooks/steo/,Unknown,"Energy Information, Information Administration, EIA, Note, Energy",-0.257778003,Negative,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/outlooks/aeo/,Unknown,"Information Administration, Energy Outlook, Annual Energy, Energy Information, Energy",0.967668484,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/outlooks/ieo/,Unknown,"Information Administration, Administrator Foreword, Energy Information, Energy, energy demand",0.954033556,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/finance/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/finance/data.php,Unknown,"XLS Statement, Information Administration, Market Prices, Reporting System, Uncertainty Report",-0.673604038,Negative,Likely Negative
Energy & Financial Markets: What Drives Crude Oil Prices?,https://www.eia.gov/finance/markets/crudeoil/,Unknown,"Oil Prices, Crude Oil, Drives Crude, Prices, Financial Markets",-0.02484225,Neutral,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/environment/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration - EIA - Independent Statistics and Analysis,https://www.eia.gov/environment/emissions/carbon/,Unknown,"Information Administration, Independent Statistics, Analysis Executive, Executive Summary, United States",-0.132657663,Negative,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/environment/emissions/state/,Unknown,"Energy Information, Information Administration, chained dollars, Petroleum emissions, GDP estimates",-0.377813941,Negative,Likely Negative
U.S. Energy Information Administration - EIA - Independent Statistics and Analysis,https://www.eia.gov/special/disruptions/,Unknown,"Information Administration, Independent Statistics, congressional reports, Energy Information, Analysis Monthly",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration - EIA - Independent Statistics and Analysis,https://www.eia.gov/special/disruptions/,Unknown,"Information Administration, Independent Statistics, congressional reports, Energy Information, Analysis Monthly",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=a,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=b,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=c,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=d,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=e,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=f,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=g,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=h,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=i,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=j,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=k,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=l,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=m,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=n,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=o,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=p,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=q,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=r,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=s,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=t,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=u,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=v,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=w,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=xyz,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/beta/states/,Unknown,"Energy Information, Information Administration, Projects published, EIA, programming errors",0.483445702,Positive,Likely Positive
U.S. Energy Information Administration - EIA - Independent Statistics and Analysis,https://www.eia.gov/state/seds/,Unknown,"Information Administration, Data System, Energy Information, United States, Independent Statistics",0.766941357,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/maps/,Unknown,"Information Administration, Energy Information, Energy Atlas, Visit EIA, Administration",-0.511914527,Negative,Likely Negative
U.S. Energy Atlas,https://atlas.eia.gov/,Unknown,"Energy Atlas, Energy, Atlas",0.374060422,Positive,Likely Positive
U.S. Energy Information Administration - EIA - Independent Statistics and Analysis,https://www.eia.gov/special/gulf_of_mexico/,Unknown,"Information Administration, Independent Statistics, Energy Information, energy resources, Mexico area",0.835807341,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/beta/international/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/beta/international/data/browser/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/regional/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
New England Energy Report,https://www.eia.gov/dashboard/newengland/overview,Unknown,"Report Monthly, congressional reports, England Energy, Energy Report, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration,https://www.eia.gov/special/disruptions/socal/,Unknown,"Energy Information, Information Administration, Administration Ongoing, early September, natural gas",-0.012161073,Neutral,Likely Negative
U.S. Energy Information Administration - EIA - Independent Statistics and Analysis,https://www.eia.gov/special/disruptions/,Unknown,"Information Administration, Independent Statistics, congressional reports, Energy Information, Analysis Monthly",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=a,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=b,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=c,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=d,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=e,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=f,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=g,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=h,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=i,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=j,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=k,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=l,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=m,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=n,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=o,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=p,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=q,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=r,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=s,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=t,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=u,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=v,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=w,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=xyz,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/glossary/,Unknown,"Alternating Current, Current ACBM, Information Administration, asbestos-containing building, building material",-0.247184669,Negative,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/opendata/,Unknown,"Information Administration, Programming Interface, Energy Information, Application Programming, EIA API",-0.071456964,Negative,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/beta,Unknown,"Energy Information, Information Administration, Projects published, EIA, programming errors",0.483445702,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/open-source-code/,Unknown,"Information Administration, Energy Information, EIA, EIA starting, open source",0.984559645,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/reports/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/survey/,Unknown,"Information Administration, collect energy, energy data, Energy Information, EIA",-0.394546498,Negative,Likely Negative
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/emailupdates/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/rssfeeds/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
Log into Facebook,http://facebook.com/eiagov/,Unknown,"Facebook Notice, Facebook, Notice, continue, Log",-0.482138813,Negative,Likely Negative
x.com,http://x.com/eiagov/,Unknown,x.com,0.374060422,Positive,Likely Positive
EIAgov,http://youtube.com/eiagov/,Unknown,EIAgov,0.374060422,Positive,Likely Positive
U.S. Energy Information Administration,https://www.flickr.com/photos/eiagov/,Unknown,"Energy Information, Information Administration, public photos, Energy, Information",-0.647845505,Negative,Likely Negative
U.S. Energy Information Administration,https://www.linkedin.com/company/u-s-energy-information-administration,United States,"Energy Information, Information Administration, Energy, Information, EIA",0.980004757,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=a,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=b,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=c,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=d,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=e,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=f,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=g,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=h,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=i,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=j,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=k,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=l,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=m,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=n,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=o,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=p,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=q,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=r,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=s,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=t,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=u,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=v,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=w,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
U.S. Energy Information Administration (EIA),https://www.eia.gov/tools/a-z/index.php?id=xyz,Unknown,"Information Administration, congressional reports, Energy Information, EIA, energy forecasts",0.811210889,Positive,Likely Positive
