Country,Trade Type,Partner Country,Value (Million USD),Year
switzerland,Import,Slovenia,$20.39B,2024
switzerland,Import,China,$20.30B,2024
switzerland,Import,United Arab Emirates,$13.13B,2024
switzerland,Import,Austria,$10.67B,2024
switzerland,Import,Canada,$8.49B,2024
switzerland,Import,United Kingdom,$8.47B,2024
saudi-arabia,Import,China,$43.35B,2023
saudi-arabia,Import,United States,$18.90B,2023
saudi-arabia,Import,United Arab Emirates,$13.35B,2023
saudi-arabia,Import,India,$11.62B,2023
saudi-arabia,Import,Germany,$9.12B,2023
saudi-arabia,Import,Japan,$8.18B,2023
saudi-arabia,Import,Switzerland,$6.61B,2023
saudi-arabia,Import,South Korea,$6.03B,2023
saudi-arabia,Import,Italy,$5.87B,2023
saudi-arabia,Import,Egypt,$5.27B,2023
argentina,Import,Brazil,$14.30B,2024
argentina,Import,China,$11.66B,2024
argentina,Import,United States,$6.23B,2024
argentina,Import,Paraguay,$3.31B,2024
argentina,Import,Germany,$2.66B,2024
argentina,Import,Thailand,$1.71B,2024
argentina,Import,Mexico,$1.42B,2024
argentina,Import,Italy,$1.33B,2024
argentina,Import,India,$1.30B,2024
argentina,Import,Japan,$1.25B,2024
south-africa,Import,China,$21.77B,2024
south-africa,Import,India,$7.32B,2024
south-africa,Import,Germany,$7.10B,2024
south-africa,Import,United States,$6.98B,2024
south-africa,Import,Thailand,$3.21B,2024
south-africa,Import,Oman,$2.97B,2024
south-africa,Import,United Arab Emirates,$2.97B,2024
south-africa,Import,Nigeria,$2.55B,2024
south-africa,Import,Saudi Arabia,$2.47B,2024
south-africa,Import,Italy,$2.46B,2024
singapore,Import,China,$58.79B,2023
singapore,Import,United States,$52.06B,2023
singapore,Import,Malaysia,$47.61B,2023
singapore,Import,South Korea,$25.66B,2023
singapore,Import,Japan,$21.19B,2023
singapore,Import,Indonesia,$15.98B,2023
singapore,Import,France,$13.79B,2023
singapore,Import,United Arab Emirates,$12.23B,2023
singapore,Import,Thailand,$12.02B,2023
singapore,Import,Germany,$10.06B,2023
antigua-and-barbuda,Import,United States,$339.08M,2023
antigua-and-barbuda,Import,Japan,$34.30M,2023
antigua-and-barbuda,Import,Trinidad And Tobago,$28.30M,2023
antigua-and-barbuda,Import,China,$27.73M,2023
antigua-and-barbuda,Import,United Kingdom,$26.76M,2023
antigua-and-barbuda,Import,India,$16.53M,2023
antigua-and-barbuda,Import,Brazil,$12.58M,2023
antigua-and-barbuda,Import,Dominican Republic,$11.52M,2023
antigua-and-barbuda,Import,Italy,$11.32M,2023
antigua-and-barbuda,Import,Jamaica,$10.49M,2023
aruba,Import,United States,$774.70M,2023
aruba,Import,Netherlands,$194.70M,2023
aruba,Import,China,$66.76M,2023
aruba,Import,Colombia,$35.55M,2023
aruba,Import,Panama,$33.03M,2023
aruba,Import,South Korea,$30.07M,2023
aruba,Import,Brazil,$28.42M,2023
aruba,Import,Spain,$15.79M,2023
aruba,Import,United Kingdom,$13.01M,2023
aruba,Import,Hong Kong,$5.85M,2023
bahamas,Import,United States,$3.54B,2023
bahamas,Import,China,$72.83M,2023
bahamas,Import,Japan,$34.36M,2023
bahamas,Import,Panama,$33.96M,2023
bahamas,Import,Switzerland,$33.06M,2023
bahamas,Import,Canada,$31.44M,2023
bahamas,Import,United Kingdom,$23.31M,2023
bahamas,Import,Mexico,$23.01M,2023
bahamas,Import,France,$22.64M,2023
bahamas,Import,Italy,$20.11M,2023
barbados,Import,United States,$833.66M,2024
barbados,Import,Trinidad And Tobago,$456.97M,2024
barbados,Import,Netherlands,$128.85M,2024
barbados,Import,United Kingdom,$100.59M,2024
barbados,Import,China,$90.64M,2024
barbados,Import,Japan,$60.75M,2024
barbados,Import,Panama,$49.70M,2024
barbados,Import,Canada,$45.42M,2024
barbados,Import,Jamaica,$32.60M,2024
barbados,Import,Dominican Republic,$23.78M,2024
belize,Import,United States,$572.85M,2022
belize,Import,China,$242.16M,2022
belize,Import,Mexico,$140.98M,2022
belize,Import,Guatemala,$105.54M,2022
belize,Import,Trinidad And Tobago,$21.17M,2022
belize,Import,Cayman Islands,$20.95M,2022
belize,Import,India,$17.97M,2022
belize,Import,Hong Kong,$16.59M,2022
belize,Import,Panama,$16.43M,2022
belize,Import,Costa Rica,$16.19M,2022
bermuda,Import,United States,$914.16M,2023
bermuda,Import,United Kingdom,$60.93M,2023
bermuda,Import,Canada,$46.46M,2023
bermuda,Import,China,$25.83M,2023
bermuda,Import,Japan,$11.35M,2023
bermuda,Import,Panama,$10.91M,2023
bermuda,Import,Italy,$9.48M,2023
bermuda,Import,France,$9.22M,2023
bermuda,Import,Germany,$8.87M,2023
bermuda,Import,Netherlands,$7.37M,2023
bolivia,Import,China,$2.39B,2023
bolivia,Import,Brazil,$1.91B,2023
bolivia,Import,Argentina,$1.09B,2023
bolivia,Import,Chile,$1.02B,2023
bolivia,Import,United States,$781.70M,2023
bolivia,Import,Peru,$738.12M,2023
bolivia,Import,Paraguay,$322.02M,2023
bolivia,Import,Japan,$274.76M,2023
bolivia,Import,Mexico,$255.41M,2023
bolivia,Import,Switzerland,$225.78M,2023
cayman-islands,Import,United States,$1.50B,2023
cayman-islands,Import,Jamaica,$71.52M,2023
cayman-islands,Import,United Kingdom,$45.40M,2023
cayman-islands,Import,China,$24.29M,2023
cayman-islands,Import,Switzerland,$19.40M,2023
cayman-islands,Import,Japan,$17.70M,2023
cayman-islands,Import,Germany,$14.26M,2023
cayman-islands,Import,Panama,$12.53M,2023
cayman-islands,Import,Mexico,$12.04M,2023
cayman-islands,Import,Italy,$11.81M,2023
chile,Import,China,$19.83B,2023
chile,Import,United States,$17.16B,2023
chile,Import,Brazil,$8.77B,2023
chile,Import,Argentina,$5.73B,2023
chile,Import,Germany,$2.81B,2023
chile,Import,Japan,$2.46B,2023
chile,Import,Spain,$1.84B,2023
chile,Import,Peru,$1.83B,2023
chile,Import,Mexico,$1.68B,2023
chile,Import,South Korea,$1.49B,2023
colombia,Import,United States,$16.18B,2023
colombia,Import,China,$13.57B,2023
colombia,Import,Brazil,$4.04B,2023
colombia,Import,Mexico,$3.09B,2023
colombia,Import,Germany,$2.35B,2023
colombia,Import,France,$2.07B,2023
colombia,Import,Argentina,$1.41B,2023
colombia,Import,India,$1.41B,2023
colombia,Import,Japan,$1.36B,2023
colombia,Import,Spain,$1.26B,2023
costa-rica,Import,United States,$8.60B,2023
costa-rica,Import,China,$3.39B,2023
costa-rica,Import,Mexico,$1.44B,2023
costa-rica,Import,Brazil,$659.80M,2023
costa-rica,Import,Guatemala,$598.12M,2023
costa-rica,Import,Germany,$557.39M,2023
costa-rica,Import,Japan,$465.61M,2023
costa-rica,Import,Colombia,$401.97M,2023
costa-rica,Import,Spain,$388.92M,2023
costa-rica,Import,Chile,$332.00M,2023
cuba,Import,China,$1.13B,2022
cuba,Import,Spain,$995.93M,2022
cuba,Import,United States,$449.95M,2022
cuba,Import,Argentina,$344.93M,2022
cuba,Import,Mexico,$341.94M,2022
cuba,Import,Brazil,$335.72M,2022
cuba,Import,Germany,$246.92M,2022
cuba,Import,Italy,$227.63M,2022
cuba,Import,Vietnam,$218.83M,2022
cuba,Import,Netherlands,$199.97M,2022
dominica,Import,United States,$108.73M,2023
dominica,Import,Trinidad And Tobago,$32.36M,2023
dominica,Import,China,$14.20M,2023
dominica,Import,United Kingdom,$13.50M,2023
dominica,Import,Austria,$11.07M,2023
dominica,Import,Venezuela,$10.45M,2023
dominica,Import,Antigua and Barbuda,$9.14M,2023
dominica,Import,France,$8.87M,2023
dominica,Import,Jamaica,$7.64M,2023
dominica,Import,Japan,$6.54M,2023
dominican-republic,Import,United States,$12.75B,2023
dominican-republic,Import,China,$5.15B,2023
dominican-republic,Import,Brazil,$1.21B,2023
dominican-republic,Import,Mexico,$1.18B,2023
dominican-republic,Import,Spain,$1.17B,2023
dominican-republic,Import,Italy,$976.67M,2023
dominican-republic,Import,Colombia,$709.12M,2023
dominican-republic,Import,Japan,$573.18M,2023
dominican-republic,Import,Germany,$551.83M,2023
dominican-republic,Import,India,$495.27M,2023
ecuador,Import,United States,$8.29B,2023
ecuador,Import,China,$6.40B,2023
ecuador,Import,Colombia,$2.29B,2023
ecuador,Import,Brazil,$1.23B,2023
ecuador,Import,Peru,$1.07B,2023
ecuador,Import,South Korea,$853.19M,2023
ecuador,Import,Italy,$819.64M,2023
ecuador,Import,Japan,$778.13M,2023
ecuador,Import,Spain,$741.15M,2023
ecuador,Import,Mexico,$738.73M,2023
el-salvador,Import,United States,$3.84B,2024
el-salvador,Import,China,$1.97B,2024
el-salvador,Import,Guatemala,$1.50B,2024
el-salvador,Import,Mexico,$1.07B,2024
el-salvador,Import,Honduras,$843.36M,2024
el-salvador,Import,Nicaragua,$509.68M,2024
el-salvador,Import,Costa Rica,$413.77M,2024
el-salvador,Import,South Korea,$244.34M,2024
el-salvador,Import,Brazil,$221.85M,2024
el-salvador,Import,Japan,$221.56M,2024
grenada,Import,United States,$243.69M,2023
grenada,Import,Trinidad And Tobago,$84.76M,2023
grenada,Import,Cayman Islands,$67.19M,2023
grenada,Import,China,$24.50M,2023
grenada,Import,United Kingdom,$20.49M,2023
grenada,Import,Japan,$14.69M,2023
grenada,Import,Barbados,$12.31M,2023
grenada,Import,Netherlands,$11.45M,2023
grenada,Import,Jamaica,$9.38M,2023
grenada,Import,Canada,$8.43M,2023
guatemala,Import,United States,$9.18B,2023
guatemala,Import,China,$5.59B,2023
guatemala,Import,Mexico,$3.24B,2023
guatemala,Import,El Salvador,$1.02B,2023
guatemala,Import,Japan,$819.99M,2023
guatemala,Import,Costa Rica,$808.72M,2023
guatemala,Import,Brazil,$722.49M,2023
guatemala,Import,Germany,$642.93M,2023
guatemala,Import,India,$629.33M,2023
guatemala,Import,Colombia,$625.55M,2023
guyana,Import,United States,$2.57B,2024
guyana,Import,China,$929.32M,2024
guyana,Import,South Korea,$487.04M,2024
guyana,Import,Brazil,$457.64M,2024
guyana,Import,Trinidad And Tobago,$406.43M,2024
guyana,Import,United Kingdom,$283.71M,2024
guyana,Import,Japan,$231.45M,2024
guyana,Import,Mexico,$178.84M,2024
guyana,Import,Suriname,$171.27M,2024
guyana,Import,India,$129.66M,2024
honduras,Import,United States,$5.08B,2023
honduras,Import,China,$2.34B,2023
honduras,Import,Mexico,$1.04B,2023
honduras,Import,Guatemala,$757.83M,2023
honduras,Import,El Salvador,$594.97M,2023
honduras,Import,Costa Rica,$526.95M,2023
honduras,Import,Japan,$329.07M,2023
honduras,Import,Brazil,$283.87M,2023
honduras,Import,India,$252.53M,2023
honduras,Import,Germany,$211.03M,2023
jamaica,Import,United States,$3.13B,2023
jamaica,Import,China,$607.68M,2023
jamaica,Import,Brazil,$364.68M,2023
jamaica,Import,Japan,$290.87M,2023
jamaica,Import,Colombia,$282.94M,2023
jamaica,Import,Trinidad And Tobago,$227.23M,2023
jamaica,Import,Mexico,$164.44M,2023
jamaica,Import,Nigeria,$160.77M,2023
jamaica,Import,Germany,$140.81M,2023
jamaica,Import,Spain,$134.60M,2023
nicaragua,Import,United States,$2.70B,2023
nicaragua,Import,China,$1.38B,2023
nicaragua,Import,Mexico,$1.02B,2023
nicaragua,Import,Honduras,$1.00B,2023
nicaragua,Import,Guatemala,$852.23M,2023
nicaragua,Import,Costa Rica,$675.60M,2023
nicaragua,Import,El Salvador,$433.83M,2023
nicaragua,Import,India,$371.12M,2023
nicaragua,Import,Ecuador,$264.58M,2023
nicaragua,Import,Japan,$213.30M,2023
panama,Import,United States,$2.42B,2024
panama,Import,China,$2.15B,2024
panama,Import,Panama,$809.34M,2024
panama,Import,Mexico,$630.92M,2024
panama,Import,Costa Rica,$488.66M,2024
panama,Import,Colombia,$337.18M,2024
panama,Import,Spain,$325.74M,2024
panama,Import,Guatemala,$261.50M,2024
panama,Import,Japan,$248.14M,2024
panama,Import,Germany,$219.03M,2024
paraguay,Import,China,$5.64B,2024
paraguay,Import,Brazil,$4.17B,2024
paraguay,Import,Argentina,$1.19B,2024
paraguay,Import,United States,$1.17B,2024
paraguay,Import,India,$438.53M,2024
paraguay,Import,Singapore,$412.31M,2024
paraguay,Import,Germany,$365.34M,2024
paraguay,Import,Japan,$307.17M,2024
paraguay,Import,Switzerland,$253.47M,2024
paraguay,Import,South Korea,$237.94M,2024
peru,Import,China,$13.44B,2023
peru,Import,United States,$10.99B,2023
peru,Import,Brazil,$3.74B,2023
peru,Import,Argentina,$2.66B,2023
peru,Import,Mexico,$1.77B,2023
peru,Import,Chile,$1.33B,2023
peru,Import,Colombia,$1.25B,2023
peru,Import,Canada,$1.21B,2023
peru,Import,Ecuador,$1.18B,2023
peru,Import,Germany,$1.14B,2023
suriname,Import,United States,$448.82M,2023
suriname,Import,Netherlands,$210.89M,2023
suriname,Import,Trinidad And Tobago,$179.99M,2023
suriname,Import,China,$166.58M,2023
suriname,Import,Antigua and Barbuda,$65.13M,2023
suriname,Import,Japan,$60.73M,2023
suriname,Import,Brazil,$38.04M,2023
suriname,Import,Turkey,$34.36M,2023
suriname,Import,United Kingdom,$31.25M,2023
suriname,Import,Germany,$30.62M,2023
trinidad-and-tobago,Import,United States,$3.97B,2023
trinidad-and-tobago,Import,China,$716.09M,2023
trinidad-and-tobago,Import,Italy,$397.60M,2023
trinidad-and-tobago,Import,Brazil,$389.26M,2023
trinidad-and-tobago,Import,Japan,$241.71M,2023
trinidad-and-tobago,Import,Canada,$237.66M,2023
trinidad-and-tobago,Import,United Kingdom,$199.24M,2023
trinidad-and-tobago,Import,Netherlands,$188.84M,2023
trinidad-and-tobago,Import,Germany,$188.08M,2023
trinidad-and-tobago,Import,Turkey,$186.00M,2023
uruguay,Import,Brazil,$2.58B,2022
uruguay,Import,China,$2.35B,2022
uruguay,Import,United States,$2.05B,2022
uruguay,Import,Argentina,$1.49B,2022
uruguay,Import,Nigeria,$381.17M,2022
uruguay,Import,Germany,$298.00M,2022
uruguay,Import,India,$278.51M,2022
uruguay,Import,Spain,$261.91M,2022
uruguay,Import,Mexico,$243.92M,2022
uruguay,Import,France,$222.99M,2022
venezuela,Import,United States,$10.49B,2013
venezuela,Import,China,$7.65B,2013
venezuela,Import,Brazil,$4.50B,2013
venezuela,Import,Colombia,$2.26B,2013
venezuela,Import,Mexico,$2.23B,2013
venezuela,Import,Argentina,$1.91B,2013
venezuela,Import,Germany,$1.29B,2013
venezuela,Import,Italy,$1.14B,2013
venezuela,Import,Spain,$1.02B,2013
venezuela,Import,Ecuador,$987.97M,2013
albania,Import,Italy,$1.93B,2023
albania,Import,China,$931.49M,2023
albania,Import,Turkey,$840.63M,2023
albania,Import,Germany,$613.57M,2023
albania,Import,Greece,$565.85M,2023
albania,Import,Serbia,$361.02M,2023
albania,Import,India,$340.67M,2023
albania,Import,United States,$173.63M,2023
albania,Import,Poland,$156.48M,2023
albania,Import,Macedonia,$140.87M,2023
andorra,Import,Spain,$1.29B,2023
andorra,Import,France,$212.94M,2023
andorra,Import,Germany,$110.77M,2023
andorra,Import,China,$62.65M,2023
andorra,Import,Italy,$62.17M,2023
andorra,Import,Switzerland,$32.87M,2023
andorra,Import,United Kingdom,$24.90M,2023
andorra,Import,Netherlands,$19.59M,2023
andorra,Import,Austria,$14.77M,2023
andorra,Import,Portugal,$14.17M,2023
austria,Import,Germany,$68.90B,2023
austria,Import,China,$16.34B,2023
austria,Import,Italy,$13.95B,2023
austria,Import,Switzerland,$12.52B,2023
austria,Import,Czech Republic,$9.08B,2023
austria,Import,United States,$8.55B,2023
austria,Import,Poland,$7.07B,2023
austria,Import,Netherlands,$5.90B,2023
austria,Import,France,$5.71B,2023
austria,Import,Hungary,$5.45B,2023
belarus,Import,Russia,$11.95B,2021
belarus,Import,China,$3.40B,2021
belarus,Import,Germany,$1.50B,2021
belarus,Import,Ukraine,$1.44B,2021
belarus,Import,Poland,$1.06B,2021
belarus,Import,Italy,$722.89M,2021
belarus,Import,Turkey,$683.92M,2021
belarus,Import,United States,$401.46M,2021
belarus,Import,France,$316.23M,2021
belarus,Import,Switzerland,$271.91M,2021
belgium,Import,Netherlands,$87.43B,2024
belgium,Import,Germany,$49.44B,2024
belgium,Import,France,$42.14B,2024
belgium,Import,United States,$21.87B,2024
belgium,Import,Italy,$16.86B,2024
belgium,Import,China,$12.85B,2024
belgium,Import,United Kingdom,$10.64B,2024
belgium,Import,Ireland,$10.10B,2024
belgium,Import,Switzerland,$9.82B,2024
belgium,Import,Spain,$9.24B,2024
bosnia-and-herzegovina,Import,Italy,$2.14B,2023
bosnia-and-herzegovina,Import,Germany,$1.84B,2023
bosnia-and-herzegovina,Import,Serbia,$1.58B,2023
bosnia-and-herzegovina,Import,China,$1.45B,2023
bosnia-and-herzegovina,Import,Croatia,$1.16B,2023
bosnia-and-herzegovina,Import,Turkey,$851.47M,2023
bosnia-and-herzegovina,Import,Slovenia,$593.36M,2023
bosnia-and-herzegovina,Import,Austria,$551.20M,2023
bosnia-and-herzegovina,Import,Poland,$481.39M,2023
bosnia-and-herzegovina,Import,United States,$437.42M,2023
bulgaria,Import,Germany,$6.63B,2023
bulgaria,Import,Turkey,$4.40B,2023
bulgaria,Import,Romania,$3.64B,2023
bulgaria,Import,Italy,$3.60B,2023
bulgaria,Import,Russia,$3.51B,2023
bulgaria,Import,China,$2.88B,2023
bulgaria,Import,Greece,$2.35B,2023
bulgaria,Import,Netherlands,$2.19B,2023
bulgaria,Import,Poland,$2.09B,2023
bulgaria,Import,Hungary,$1.87B,2023
croatia,Import,Italy,$6.18B,2023
croatia,Import,Germany,$6.05B,2023
croatia,Import,Slovenia,$4.89B,2023
croatia,Import,Hungary,$2.73B,2023
croatia,Import,Austria,$2.36B,2023
croatia,Import,Poland,$1.69B,2023
croatia,Import,Netherlands,$1.69B,2023
croatia,Import,Bosnia And Herzegovina,$1.39B,2023
croatia,Import,China,$1.38B,2023
croatia,Import,Serbia,$1.15B,2023
cyprus,Import,Greece,$3.07B,2023
cyprus,Import,United Kingdom,$1.44B,2023
cyprus,Import,Italy,$1.08B,2023
cyprus,Import,China,$830.71M,2023
cyprus,Import,Germany,$748.25M,2023
cyprus,Import,Spain,$699.84M,2023
cyprus,Import,Israel,$637.41M,2023
cyprus,Import,Netherlands,$492.64M,2023
cyprus,Import,Japan,$328.09M,2023
cyprus,Import,Belgium,$300.93M,2023
czech-republic,Import,Germany,$46.63B,2024
czech-republic,Import,China,$39.21B,2024
czech-republic,Import,Poland,$18.96B,2024
czech-republic,Import,Slovakia,$10.41B,2024
czech-republic,Import,Italy,$8.83B,2024
czech-republic,Import,France,$6.78B,2024
czech-republic,Import,United States,$6.32B,2024
czech-republic,Import,Netherlands,$5.98B,2024
czech-republic,Import,Austria,$5.74B,2024
czech-republic,Import,Hungary,$5.14B,2024
denmark,Import,Germany,$23.58B,2024
denmark,Import,Sweden,$14.17B,2024
denmark,Import,Netherlands,$11.03B,2024
denmark,Import,China,$8.71B,2024
denmark,Import,United States,$6.12B,2024
denmark,Import,Poland,$5.83B,2024
denmark,Import,Norway,$5.50B,2024
denmark,Import,Italy,$4.29B,2024
denmark,Import,Belgium,$4.05B,2024
denmark,Import,France,$3.75B,2024
estonia,Import,Germany,$2.55B,2024
estonia,Import,China,$2.30B,2024
estonia,Import,Finland,$1.88B,2024
estonia,Import,Lithuania,$1.46B,2024
estonia,Import,Poland,$1.43B,2024
estonia,Import,Sweden,$1.06B,2024
estonia,Import,Latvia,$1.01B,2024
estonia,Import,United States,$860.16M,2024
estonia,Import,Italy,$699.65M,2024
estonia,Import,France,$659.33M,2024
finland,Import,Germany,$10.65B,2024
finland,Import,Sweden,$9.24B,2024
finland,Import,China,$8.00B,2024
finland,Import,Norway,$5.93B,2024
finland,Import,United States,$4.01B,2024
finland,Import,Netherlands,$3.83B,2024
finland,Import,Poland,$2.72B,2024
finland,Import,Estonia,$2.49B,2024
finland,Import,Italy,$2.37B,2024
finland,Import,France,$2.30B,2024
greece,Import,Germany,$9.46B,2024
greece,Import,China,$7.52B,2024
greece,Import,Italy,$7.49B,2024
greece,Import,Iraq,$5.41B,2024
greece,Import,Netherlands,$5.02B,2024
greece,Import,Kazakhstan,$4.41B,2024
greece,Import,France,$4.12B,2024
greece,Import,Turkey,$3.50B,2024
greece,Import,Spain,$3.25B,2024
greece,Import,Bulgaria,$2.73B,2024
hungary,Import,Germany,$34.83B,2024
hungary,Import,China,$9.72B,2024
hungary,Import,Poland,$9.54B,2024
hungary,Import,Austria,$9.24B,2024
hungary,Import,Slovakia,$9.20B,2024
hungary,Import,Czech Republic,$8.40B,2024
hungary,Import,Netherlands,$8.23B,2024
hungary,Import,Italy,$6.48B,2024
hungary,Import,South Korea,$5.70B,2024
hungary,Import,Russia,$5.53B,2024
iceland,Import,Norway,$1.07B,2024
iceland,Import,China,$1.06B,2024
iceland,Import,United States,$846.12M,2024
iceland,Import,Germany,$788.20M,2024
iceland,Import,Denmark,$626.95M,2024
iceland,Import,Netherlands,$609.23M,2024
iceland,Import,Sweden,$406.98M,2024
iceland,Import,United Kingdom,$378.85M,2024
iceland,Import,Brazil,$318.55M,2024
iceland,Import,Italy,$260.49M,2024
ireland,Import,United States,$24.35B,2024
ireland,Import,United Kingdom,$23.86B,2024
ireland,Import,France,$14.65B,2024
ireland,Import,Germany,$13.18B,2024
ireland,Import,China,$12.75B,2024
ireland,Import,Netherlands,$7.29B,2024
ireland,Import,Israel,$4.15B,2024
ireland,Import,Italy,$3.39B,2024
ireland,Import,Belgium,$3.03B,2024
ireland,Import,Switzerland,$2.99B,2024
latvia,Import,Lithuania,$4.85B,2024
latvia,Import,Germany,$2.72B,2024
latvia,Import,Poland,$2.60B,2024
latvia,Import,Estonia,$2.02B,2024
latvia,Import,Finland,$1.30B,2024
latvia,Import,Netherlands,$1.12B,2024
latvia,Import,China,$899.45M,2024
latvia,Import,Italy,$811.83M,2024
latvia,Import,Sweden,$765.56M,2024
latvia,Import,Belgium,$495.09M,2024
lithuania,Import,Germany,$6.67B,2023
lithuania,Import,Poland,$6.41B,2023
lithuania,Import,Latvia,$3.94B,2023
lithuania,Import,United States,$3.11B,2023
lithuania,Import,Netherlands,$2.61B,2023
lithuania,Import,Norway,$2.44B,2023
lithuania,Import,Saudi Arabia,$2.17B,2023
lithuania,Import,Sweden,$1.94B,2023
lithuania,Import,Italy,$1.90B,2023
lithuania,Import,Estonia,$1.87B,2023
luxembourg,Import,Belgium,$6.15B,2023
luxembourg,Import,Germany,$5.50B,2023
luxembourg,Import,France,$2.62B,2023
luxembourg,Import,Netherlands,$1.19B,2023
luxembourg,Import,Italy,$855.67M,2023
luxembourg,Import,China,$817.53M,2023
luxembourg,Import,United States,$692.44M,2023
luxembourg,Import,Poland,$587.05M,2023
luxembourg,Import,Japan,$469.32M,2023
luxembourg,Import,Spain,$441.87M,2023
malta,Import,Italy,$1.92B,2023
malta,Import,Germany,$751.34M,2023
malta,Import,France,$722.53M,2023
malta,Import,Spain,$529.49M,2023
malta,Import,Netherlands,$447.26M,2023
malta,Import,United Kingdom,$445.38M,2023
malta,Import,China,$378.65M,2023
malta,Import,India,$287.09M,2023
malta,Import,United States,$270.45M,2023
malta,Import,South Korea,$229.71M,2023
moldova,Import,Romania,$1.30B,2023
moldova,Import,Ukraine,$1.08B,2023
moldova,Import,China,$1.02B,2023
moldova,Import,Turkey,$740.85M,2023
moldova,Import,Germany,$617.88M,2023
moldova,Import,Italy,$470.28M,2023
moldova,Import,Russia,$321.64M,2023
moldova,Import,Poland,$317.00M,2023
moldova,Import,France,$216.90M,2023
moldova,Import,India,$209.73M,2023
montenegro,Import,Serbia,$715.53M,2023
montenegro,Import,China,$459.23M,2023
montenegro,Import,Germany,$398.18M,2023
montenegro,Import,Greece,$265.68M,2023
montenegro,Import,Italy,$253.08M,2023
montenegro,Import,Croatia,$244.79M,2023
montenegro,Import,Turkey,$210.95M,2023
montenegro,Import,Bosnia And Herzegovina,$199.58M,2023
montenegro,Import,France,$98.02M,2023
montenegro,Import,Spain,$82.08M,2023
norway,Import,China,$11.95B,2024
norway,Import,Sweden,$10.51B,2024
norway,Import,Germany,$10.50B,2024
norway,Import,United States,$7.71B,2024
norway,Import,United Kingdom,$4.65B,2024
norway,Import,Netherlands,$4.59B,2024
norway,Import,Denmark,$4.27B,2024
norway,Import,Poland,$3.44B,2024
norway,Import,Italy,$3.10B,2024
norway,Import,France,$2.78B,2024
poland,Import,Germany,$72.93B,2024
poland,Import,China,$55.07B,2024
poland,Import,United States,$19.00B,2024
poland,Import,Italy,$17.78B,2024
poland,Import,Netherlands,$14.64B,2024
poland,Import,France,$13.17B,2024
poland,Import,Czech Republic,$12.25B,2024
poland,Import,South Korea,$10.95B,2024
poland,Import,Saudi Arabia,$8.52B,2024
poland,Import,Spain,$8.51B,2024
portugal,Import,Spain,$38.36B,2024
portugal,Import,Germany,$13.20B,2024
portugal,Import,France,$8.35B,2024
portugal,Import,Netherlands,$6.38B,2024
portugal,Import,Italy,$5.99B,2024
portugal,Import,China,$5.54B,2024
portugal,Import,Brazil,$4.04B,2024
portugal,Import,Belgium,$3.66B,2024
portugal,Import,United States,$2.61B,2024
portugal,Import,Ireland,$2.15B,2024
romania,Import,Germany,$25.59B,2023
romania,Import,Italy,$11.42B,2023
romania,Import,Hungary,$8.54B,2023
romania,Import,Poland,$8.24B,2023
romania,Import,China,$7.31B,2023
romania,Import,Turkey,$6.89B,2023
romania,Import,Bulgaria,$6.15B,2023
romania,Import,Netherlands,$5.66B,2023
romania,Import,France,$5.64B,2023
romania,Import,Austria,$4.62B,2023
serbia,Import,Germany,$5.21B,2023
serbia,Import,China,$4.87B,2023
serbia,Import,Italy,$2.90B,2023
serbia,Import,Turkey,$1.87B,2023
serbia,Import,Russia,$1.73B,2023
serbia,Import,Hungary,$1.66B,2023
serbia,Import,Poland,$1.27B,2023
serbia,Import,Romania,$1.18B,2023
serbia,Import,France,$1.13B,2023
serbia,Import,Bosnia And Herzegovina,$1.11B,2023
slovakia,Import,Germany,$16.75B,2023
slovakia,Import,Czech Republic,$11.71B,2023
slovakia,Import,China,$8.53B,2023
slovakia,Import,Poland,$6.85B,2023
slovakia,Import,South Korea,$6.45B,2023
slovakia,Import,Hungary,$5.96B,2023
slovakia,Import,Russia,$4.94B,2023
slovakia,Import,Vietnam,$4.62B,2023
slovakia,Import,Italy,$3.82B,2023
slovakia,Import,France,$3.55B,2023
slovenia,Import,Switzerland,$10.43B,2023
slovenia,Import,China,$9.67B,2023
slovenia,Import,Germany,$6.61B,2023
slovenia,Import,Italy,$5.63B,2023
slovenia,Import,Austria,$3.45B,2023
slovenia,Import,Croatia,$2.32B,2023
slovenia,Import,India,$1.90B,2023
slovenia,Import,France,$1.48B,2023
slovenia,Import,Hungary,$1.34B,2023
slovenia,Import,Poland,$1.33B,2023
sweden,Import,Germany,$30.54B,2024
sweden,Import,Netherlands,$20.52B,2024
sweden,Import,Norway,$17.74B,2024
sweden,Import,Denmark,$12.55B,2024
sweden,Import,China,$11.93B,2024
sweden,Import,Belgium,$8.97B,2024
sweden,Import,Finland,$8.89B,2024
sweden,Import,Poland,$8.65B,2024
sweden,Import,United States,$7.30B,2024
sweden,Import,France,$6.40B,2024
ukraine,Import,China,$10.44B,2023
ukraine,Import,Poland,$6.58B,2023
ukraine,Import,Germany,$5.06B,2023
ukraine,Import,Turkey,$4.72B,2023
ukraine,Import,United States,$2.87B,2023
ukraine,Import,Italy,$2.28B,2023
ukraine,Import,Bulgaria,$2.22B,2023
ukraine,Import,India,$1.88B,2023
ukraine,Import,Czech Republic,$1.79B,2023
ukraine,Import,France,$1.76B,2023
algeria,Import,China,$8.41B,2016
algeria,Import,France,$4.77B,2016
algeria,Import,Italy,$4.65B,2016
algeria,Import,Spain,$3.57B,2016
