Country,Trade Type,Category,Value,Year
nigeria,Import,Sugars and sugar confectionery,$1.12B,2023
nigeria,Import,"Paper and paperboard, articles of pulp, paper and board",$919.82M,2023
nigeria,Import,Articles of iron or steel,$857.27M,2023
republic-of-the-congo,Import,"Ships, boats, and other floating structures",$864.84M,2022
republic-of-the-congo,Import,"Machinery, nuclear reactors, boilers",$306.37M,2022
republic-of-the-congo,Import,Meat and edible meat offal,$294.56M,2022
republic-of-the-congo,Import,"Optical, photo, technical, medical apparatus",$228.22M,2022
republic-of-the-congo,Import,Cereals,$179.11M,2022
republic-of-the-congo,Import,Articles of iron or steel,$173.76M,2022
republic-of-the-congo,Import,Miscellaneous chemical products,$137.92M,2022
republic-of-the-congo,Import,"Electrical, electronic equipment",$122.03M,2022
republic-of-the-congo,Import,"Fish, crustaceans, molluscs, aquatics invertebrates",$110.30M,2022
republic-of-the-congo,Import,"Vehicles other than railway, tramway",$109.35M,2022
rwanda,Import,"Mineral fuels, oils, distillation products",$786.12M,2022
rwanda,Import,"Pearls, precious stones, metals, coins",$510.29M,2022
rwanda,Import,"Electrical, electronic equipment",$321.98M,2022
rwanda,Import,"Machinery, nuclear reactors, boilers",$308.08M,2022
rwanda,Import,Cereals,$271.14M,2022
rwanda,Import,"Animal, vegetable fats and oils, cleavage products",$226.64M,2022
rwanda,Import,Iron and steel,$199.87M,2022
rwanda,Import,Sugars and sugar confectionery,$194.82M,2022
rwanda,Import,Articles of iron or steel,$169.39M,2022
rwanda,Import,"Vehicles other than railway, tramway",$159.00M,2022
sao-tome-and-principe,Import,"Mineral fuels, oils, distillation products",$53.78M,2023
sao-tome-and-principe,Import,"Electrical, electronic equipment",$15.63M,2023
sao-tome-and-principe,Import,Cereals,$15.17M,2023
sao-tome-and-principe,Import,"Beverages, spirits and vinegar",$8.90M,2023
sao-tome-and-principe,Import,"Machinery, nuclear reactors, boilers",$8.77M,2023
sao-tome-and-principe,Import,"Vehicles other than railway, tramway",$8.52M,2023
sao-tome-and-principe,Import,"Milling products, malt, starches, inlin, wheat gluten",$6.20M,2023
sao-tome-and-principe,Import,"Animal, vegetable fats and oils, cleavage products",$4.54M,2023
sao-tome-and-principe,Import,"Salt, sulphur, earth, stone, plaster, lime and cement",$4.33M,2023
sao-tome-and-principe,Import,Meat and edible meat offal,$3.84M,2023
senegal,Import,"Mineral fuels, oils, distillation products",$3.53B,2023
senegal,Import,"Machinery, nuclear reactors, boilers",$1.00B,2023
senegal,Import,Cereals,$946.78M,2023
senegal,Import,"Vehicles other than railway, tramway",$739.57M,2023
senegal,Import,"Electrical, electronic equipment",$647.12M,2023
senegal,Import,Articles of iron or steel,$444.28M,2023
senegal,Import,Pharmaceutical products,$333.94M,2023
senegal,Import,Iron and steel,$331.88M,2023
senegal,Import,Plastics,$301.26M,2023
senegal,Import,"Cereal, flour, starch, milk preparations and products",$252.32M,2023
seychelles,Import,"Mineral fuels, oils, distillation products",$310.09M,2023
seychelles,Import,"Fish, crustaceans, molluscs, aquatics invertebrates",$134.81M,2023
seychelles,Import,"Machinery, nuclear reactors, boilers",$122.92M,2023
seychelles,Import,"Electrical, electronic equipment",$87.33M,2023
seychelles,Import,"Vehicles other than railway, tramway",$73.51M,2023
seychelles,Import,Articles of iron or steel,$64.98M,2023
seychelles,Import,"Ships, boats, and other floating structures",$46.22M,2023
seychelles,Import,"Furniture, lighting signs, prefabricated buildings",$44.46M,2023
seychelles,Import,"Paper and paperboard, articles of pulp, paper and board",$34.05M,2023
seychelles,Import,Plastics,$33.79M,2023
sierra-leone,Import,Cereals,$153.02M,2018
sierra-leone,Import,"Machinery, nuclear reactors, boilers",$111.81M,2018
sierra-leone,Import,"Vehicles other than railway, tramway",$92.68M,2018
sierra-leone,Import,"Electrical, electronic equipment",$62.88M,2018
sierra-leone,Import,Plastics,$56.39M,2018
sierra-leone,Import,Articles of iron or steel,$48.48M,2018
sierra-leone,Import,"Salt, sulphur, earth, stone, plaster, lime and cement",$45.82M,2018
sierra-leone,Import,Iron and steel,$34.63M,2018
sierra-leone,Import,Pharmaceutical products,$24.17M,2018
sierra-leone,Import,"Milling products, malt, starches, inlin, wheat gluten",$23.71M,2018
south-africa,Import,"Mineral fuels, oils, distillation products",$19.61B,2024
south-africa,Import,"Machinery, nuclear reactors, boilers",$12.91B,2024
south-africa,Import,"Electrical, electronic equipment",$9.86B,2024
south-africa,Import,Commodities not specified according to kind,$8.17B,2024
south-africa,Import,"Vehicles other than railway, tramway",$7.14B,2024
south-africa,Import,Plastics,$2.90B,2024
south-africa,Import,Pharmaceutical products,$2.42B,2024
south-africa,Import,"Optical, photo, technical, medical apparatus",$2.40B,2024
south-africa,Import,Miscellaneous chemical products,$1.99B,2024
south-africa,Import,"Pearls, precious stones, metals, coins",$1.84B,2024
sudan,Import,Cereals,$1.76B,2018
sudan,Import,"Mineral fuels, oils, distillation products",$1.36B,2018
sudan,Import,"Vehicles other than railway, tramway",$1.22B,2018
sudan,Import,"Machinery, nuclear reactors, boilers",$1.01B,2018
sudan,Import,Sugars and sugar confectionery,$645.08M,2018
sudan,Import,"Electrical, electronic equipment",$559.54M,2018
sudan,Import,Pharmaceutical products,$406.98M,2018
sudan,Import,Plastics,$357.61M,2018
sudan,Import,"Other made textile articles, sets, worn clothing",$196.38M,2018
sudan,Import,Iron and steel,$188.84M,2018
swaziland,Import,"Mineral fuels, oils, distillation products",$381.74M,2023
swaziland,Import,"Machinery, nuclear reactors, boilers",$121.76M,2023
swaziland,Import,"Vehicles other than railway, tramway",$119.67M,2023
swaziland,Import,"Electrical, electronic equipment",$88.15M,2023
swaziland,Import,Cereals,$86.96M,2023
swaziland,Import,Plastics,$78.79M,2023
swaziland,Import,"Beverages, spirits and vinegar",$64.48M,2023
swaziland,Import,Cotton,$61.09M,2023
swaziland,Import,Organic chemicals,$54.79M,2023
swaziland,Import,"Essential oils, perfumes, cosmetics, toileteries",$52.80M,2023
tanzania,Import,"Mineral fuels, oils, distillation products",$3.27B,2023
tanzania,Import,"Machinery, nuclear reactors, boilers",$1.83B,2023
tanzania,Import,"Vehicles other than railway, tramway",$1.62B,2023
tanzania,Import,"Electrical, electronic equipment",$955.93M,2023
tanzania,Import,Iron and steel,$775.11M,2023
tanzania,Import,Plastics,$695.82M,2023
tanzania,Import,Cereals,$578.79M,2023
tanzania,Import,Articles of iron or steel,$476.95M,2023
tanzania,Import,Fertilizers,$457.86M,2023
tanzania,Import,Miscellaneous chemical products,$446.01M,2023
togo,Import,"Mineral fuels, oils, distillation products",$341.67M,2023
togo,Import,"Vehicles other than railway, tramway",$316.22M,2023
togo,Import,"Machinery, nuclear reactors, boilers",$226.56M,2023
togo,Import,Plastics,$198.83M,2023
togo,Import,"Electrical, electronic equipment",$161.75M,2023
togo,Import,Pharmaceutical products,$144.01M,2023
togo,Import,"Animal, vegetable fats and oils, cleavage products",$118.01M,2023
togo,Import,Cereals,$102.94M,2023
togo,Import,Fertilizers,$82.52M,2023
togo,Import,"Oil seed, oleagic fruits, grain, seed, fruits",$77.22M,2023
tunisia,Import,"Mineral fuels, oils, distillation products",$4.65B,2023
tunisia,Import,"Electrical, electronic equipment",$3.20B,2023
tunisia,Import,"Machinery, nuclear reactors, boilers",$1.99B,2023
tunisia,Import,Plastics,$1.63B,2023
tunisia,Import,Cereals,$1.58B,2023
tunisia,Import,"Vehicles other than railway, tramway",$1.45B,2023
tunisia,Import,Iron and steel,$901.69M,2023
tunisia,Import,Copper,$618.11M,2023
tunisia,Import,Cotton,$613.77M,2023
tunisia,Import,Pharmaceutical products,$588.55M,2023
uganda,Import,"Mineral fuels, oils, distillation products",$2.12B,2023
uganda,Import,"Pearls, precious stones, metals, coins",$1.90B,2023
uganda,Import,"Machinery, nuclear reactors, boilers",$914.73M,2023
uganda,Import,"Vehicles other than railway, tramway",$844.07M,2023
uganda,Import,Plastics,$558.42M,2023
uganda,Import,"Electrical, electronic equipment",$541.05M,2023
uganda,Import,Iron and steel,$527.14M,2023
uganda,Import,Pharmaceutical products,$507.12M,2023
uganda,Import,Cereals,$402.87M,2023
uganda,Import,"Animal, vegetable fats and oils, cleavage products",$339.79M,2023
zambia,Import,"Mineral fuels, oils, distillation products",$1.96B,2023
zambia,Import,"Vehicles other than railway, tramway",$1.48B,2023
zambia,Import,"Machinery, nuclear reactors, boilers",$1.24B,2023
zambia,Import,Fertilizers,$693.43M,2023
zambia,Import,Plastics,$444.26M,2023
zambia,Import,"Salt, sulphur, earth, stone, plaster, lime and cement",$397.19M,2023
zambia,Import,"Electrical, electronic equipment",$360.05M,2023
zambia,Import,Miscellaneous chemical products,$287.59M,2023
zambia,Import,Iron and steel,$277.72M,2023
zambia,Import,Pharmaceutical products,$268.29M,2023
zimbabwe,Import,"Mineral fuels, oils, distillation products",$1.86B,2023
zimbabwe,Import,"Machinery, nuclear reactors, boilers",$1.22B,2023
zimbabwe,Import,"Vehicles other than railway, tramway",$767.56M,2023
zimbabwe,Import,"Electrical, electronic equipment",$587.86M,2023
zimbabwe,Import,Cereals,$456.70M,2023
zimbabwe,Import,Fertilizers,$388.17M,2023
zimbabwe,Import,Plastics,$322.22M,2023
zimbabwe,Import,Iron and steel,$287.17M,2023
zimbabwe,Import,Articles of iron or steel,$286.79M,2023
zimbabwe,Import,"Animal, vegetable fats and oils, cleavage products",$276.32M,2023
afghanistan,Import,"Mineral fuels, oils, distillation products",$1.94B,2019
afghanistan,Import,"Milling products, malt, starches, inlin, wheat gluten",$592.77M,2019
afghanistan,Import,"Animal, vegetable fats and oils, cleavage products",$455.74M,2019
afghanistan,Import,"Electrical, electronic equipment",$438.86M,2019
afghanistan,Import,"Stone, plaster, cement, asbestos, mica or similar materials",$390.74M,2019
afghanistan,Import,"Vehicles other than railway, tramway",$388.45M,2019
afghanistan,Import,"Vegetable textile fibers not specified elsewhere, paper yarn, woven fabric",$358.94M,2019
afghanistan,Import,"Optical, photo, technical, medical apparatus",$358.35M,2019
afghanistan,Import,Commodities not specified according to kind,$310.43M,2019
afghanistan,Import,Iron and steel,$245.01M,2019
armenia,Import,"Pearls, precious stones, metals, coins",$2.30B,2023
armenia,Import,"Vehicles other than railway, tramway",$1.50B,2023
armenia,Import,"Electrical, electronic equipment",$1.41B,2023
armenia,Import,"Mineral fuels, oils, distillation products",$1.06B,2023
armenia,Import,"Machinery, nuclear reactors, boilers",$1.04B,2023
armenia,Import,"Optical, photo, technical, medical apparatus",$248.42M,2023
armenia,Import,Plastics,$245.31M,2023
armenia,Import,Pharmaceutical products,$222.84M,2023
armenia,Import,Iron and steel,$216.91M,2023
armenia,Import,"Articles of apparel, not knit or crocheted",$198.62M,2023
azerbaijan,Import,"Vehicles other than railway, tramway",$2.07B,2023
azerbaijan,Import,"Mineral fuels, oils, distillation products",$1.99B,2023
azerbaijan,Import,"Machinery, nuclear reactors, boilers",$1.91B,2023
azerbaijan,Import,"Electrical, electronic equipment",$1.55B,2023
azerbaijan,Import,Commodities not specified according to kind,$660.78M,2023
azerbaijan,Import,Articles of iron or steel,$636.67M,2023
azerbaijan,Import,Pharmaceutical products,$560.84M,2023
azerbaijan,Import,Plastics,$523.42M,2023
azerbaijan,Import,Iron and steel,$463.80M,2023
azerbaijan,Import,Cereals,$390.17M,2023
bahrain,Import,"Machinery, nuclear reactors, boilers",$1.81B,2023
bahrain,Import,Ores slag and ash,$1.61B,2023
bahrain,Import,"Inorganic chemicals, precious metal compound, isotope",$1.36B,2023
bahrain,Import,"Electrical, electronic equipment",$1.24B,2023
bahrain,Import,"Vehicles other than railway, tramway",$1.23B,2023
bahrain,Import,"Pearls, precious stones, metals, coins",$876.11M,2023
bahrain,Import,"Mineral fuels, oils, distillation products",$528.74M,2023
bahrain,Import,Pharmaceutical products,$427.79M,2023
bahrain,Import,Plastics,$373.22M,2023
bahrain,Import,Articles of iron or steel,$369.58M,2023
bangladesh,Import,Cotton,$7.15B,2015
bangladesh,Import,"Mineral fuels, oils, distillation products",$5.22B,2015
bangladesh,Import,"Machinery, nuclear reactors, boilers",$4.79B,2015
bangladesh,Import,"Animal, vegetable fats and oils, cleavage products",$2.77B,2015
bangladesh,Import,"Electrical, electronic equipment",$2.45B,2015
bangladesh,Import,Iron and steel,$2.41B,2015
bangladesh,Import,Plastics,$1.80B,2015
bangladesh,Import,Manmade staple fibers,$1.62B,2015
bangladesh,Import,Cereals,$1.52B,2015
bangladesh,Import,Fertilizers,$1.26B,2015
bhutan,Import,"Mineral fuels, oils, distillation products",$182.63M,2012
bhutan,Import,Iron and steel,$123.50M,2012
bhutan,Import,"Machinery, nuclear reactors, boilers",$110.92M,2012
bhutan,Import,"Electrical, electronic equipment",$67.65M,2012
bhutan,Import,Articles of iron or steel,$53.73M,2012
bhutan,Import,"Vehicles other than railway, tramway",$46.45M,2012
bhutan,Import,"Salt, sulphur, earth, stone, plaster, lime and cement",$29.14M,2012
bhutan,Import,Copper,$27.77M,2012
bhutan,Import,Cereals,$25.59M,2012
bhutan,Import,"Wood and articles of wood, wood charcoal",$23.25M,2012
brunei,Import,"Mineral fuels, oils, distillation products",$4.77B,2023
brunei,Import,"Machinery, nuclear reactors, boilers",$419.11M,2023
brunei,Import,Pharmaceutical products,$226.91M,2023
brunei,Import,"Vehicles other than railway, tramway",$214.39M,2023
brunei,Import,"Electrical, electronic equipment",$183.59M,2023
brunei,Import,Articles of iron or steel,$122.30M,2023
brunei,Import,Iron and steel,$92.93M,2023
brunei,Import,"Optical, photo, technical, medical apparatus",$81.68M,2023
brunei,Import,Organic chemicals,$77.84M,2023
brunei,Import,"Edible fruits, nuts, peel of citrus fruit, melons",$72.22M,2023
cambodia,Import,"Mineral fuels, oils, distillation products",$3.39B,2023
cambodia,Import,Knitted or crocheted fabric,$2.60B,2023
cambodia,Import,"Electrical, electronic equipment",$1.58B,2023
cambodia,Import,"Vehicles other than railway, tramway",$1.34B,2023
cambodia,Import,"Machinery, nuclear reactors, boilers",$1.31B,2023
cambodia,Import,Manmade staple fibers,$1.10B,2023
cambodia,Import,Plastics,$1.07B,2023
cambodia,Import,Miscellaneous chemical products,$986.26M,2023
cambodia,Import,Aluminum,$615.17M,2023
cambodia,Import,Cotton,$561.99M,2023
china,Import,"Electrical, electronic equipment",$548.71B,2023
china,Import,"Mineral fuels, oils, distillation products",$515.91B,2023
china,Import,Ores slag and ash,$237.83B,2023
china,Import,"Machinery, nuclear reactors, boilers",$197.21B,2023
china,Import,"Pearls, precious stones, metals, coins",$114.01B,2023
china,Import,"Optical, photo, technical, medical apparatus",$77.59B,2023
china,Import,"Vehicles other than railway, tramway",$70.68B,2023
china,Import,"Oil seed, oleagic fruits, grain, seed, fruits",$68.73B,2023
china,Import,Copper,$62.74B,2023
china,Import,Plastics,$61.97B,2023
east-timor,Import,"Mineral fuels, oils, distillation products",$191.14M,2023
east-timor,Import,"Vehicles other than railway, tramway",$97.75M,2023
east-timor,Import,Cereals,$78.27M,2023
east-timor,Import,"Machinery, nuclear reactors, boilers",$60.31M,2023
east-timor,Import,"Electrical, electronic equipment",$50.62M,2023
east-timor,Import,Iron and steel,$30.74M,2023
east-timor,Import,"Beverages, spirits and vinegar",$28.62M,2023
east-timor,Import,"Cereal, flour, starch, milk preparations and products",$28.19M,2023
east-timor,Import,Meat and edible meat offal,$27.92M,2023
east-timor,Import,"Salt, sulphur, earth, stone, plaster, lime and cement",$26.45M,2023
georgia,Import,"Vehicles other than railway, tramway",$3.84B,2023
georgia,Import,"Mineral fuels, oils, distillation products",$1.74B,2023
georgia,Import,"Machinery, nuclear reactors, boilers",$1.20B,2023
georgia,Import,"Electrical, electronic equipment",$953.34M,2023
georgia,Import,Pharmaceutical products,$650.92M,2023
georgia,Import,Plastics,$445.61M,2023
georgia,Import,Articles of iron or steel,$402.46M,2023
georgia,Import,Iron and steel,$368.66M,2023
georgia,Import,Ores slag and ash,$312.97M,2023
georgia,Import,"Essential oils, perfumes, cosmetics, toileteries",$261.20M,2023
hong-kong,Import,"Electrical, electronic equipment",$344.29B,2023
hong-kong,Import,"Pearls, precious stones, metals, coins",$110.05B,2023
hong-kong,Import,"Machinery, nuclear reactors, boilers",$67.97B,2023
hong-kong,Import,"Mineral fuels, oils, distillation products",$14.54B,2023
hong-kong,Import,"Optical, photo, technical, medical apparatus",$13.23B,2023
hong-kong,Import,Clocks and watches,$8.39B,2023
hong-kong,Import,"Essential oils, perfumes, cosmetics, toileteries",$7.15B,2023
hong-kong,Import,"Works of art, collectors' pieces and antiques",$6.61B,2023
hong-kong,Import,Plastics,$5.14B,2023
hong-kong,Import,"Articles of leather, animal gut, harness, travel good",$4.58B,2023
india,Import,"Mineral fuels, oils, distillation products",$220.59B,2023
india,Import,"Electrical, electronic equipment",$76.06B,2023
india,Import,"Pearls, precious stones, metals, coins",$72.66B,2023
india,Import,"Machinery, nuclear reactors, boilers",$57.06B,2023
india,Import,Organic chemicals,$27.26B,2023
india,Import,Plastics,$22.59B,2023
india,Import,Iron and steel,$18.92B,2023
india,Import,"Animal, vegetable fats and oils, cleavage products",$16.55B,2023
india,Import,"Optical, photo, technical, medical apparatus",$12.62B,2023
india,Import,Fertilizers,$10.42B,2023
indonesia,Import,"Mineral fuels, oils, distillation products",$40.12B,2023
indonesia,Import,"Machinery, nuclear reactors, boilers",$32.16B,2023
indonesia,Import,"Electrical, electronic equipment",$25.78B,2023
indonesia,Import,Iron and steel,$11.38B,2023
indonesia,Import,"Vehicles other than railway, tramway",$10.20B,2023
indonesia,Import,Plastics,$9.40B,2023
indonesia,Import,Organic chemicals,$6.42B,2023
indonesia,Import,Cereals,$5.95B,2023
indonesia,Import,Articles of iron or steel,$4.35B,2023
indonesia,Import,"Residues, wastes of food industry, animal fodder",$4.31B,2023
iran,Import,Cereals,$8.49B,2022
iran,Import,"Machinery, nuclear reactors, boilers",$7.50B,2022
iran,Import,"Electrical, electronic equipment",$7.14B,2022
iran,Import,Commodities not specified according to kind,$3.23B,2022
iran,Import,"Vehicles other than railway, tramway",$2.79B,2022
iran,Import,"Animal, vegetable fats and oils, cleavage products",$2.69B,2022
iran,Import,Organic chemicals,$2.24B,2022
iran,Import,"Oil seed, oleagic fruits, grain, seed, fruits",$2.11B,2022
iran,Import,Pharmaceutical products,$1.92B,2022
iran,Import,Plastics,$1.75B,2022
iraq,Import,Articles of iron or steel,$9.02B,2014
iraq,Import,"Mineral fuels, oils, distillation products",$8.48B,2014
iraq,Import,"Vehicles other than railway, tramway",$3.62B,2014
iraq,Import,"Electrical, electronic equipment",$2.58B,2014
iraq,Import,"Machinery, nuclear reactors, boilers",$2.42B,2014
iraq,Import,Pharmaceutical products,$1.40B,2014
iraq,Import,"Railway, tramway locomotives, rolling stock, equipment",$1.30B,2014
iraq,Import,"Salt, sulphur, earth, stone, plaster, lime and cement",$1.13B,2014
iraq,Import,Cereals,$1.01B,2014
iraq,Import,Iron and steel,$775.21M,2014
israel,Import,"Electrical, electronic equipment",$12.03B,2024
israel,Import,"Machinery, nuclear reactors, boilers",$10.01B,2024
israel,Import,"Mineral fuels, oils, distillation products",$9.34B,2024
israel,Import,"Vehicles other than railway, tramway",$8.94B,2024
israel,Import,"Pearls, precious stones, metals, coins",$4.02B,2024
israel,Import,"Optical, photo, technical, medical apparatus",$3.70B,2024
israel,Import,Pharmaceutical products,$3.63B,2024
israel,Import,Plastics,$3.09B,2024
israel,Import,Commodities not specified according to kind,$2.18B,2024
israel,Import,Articles of iron or steel,$1.97B,2024
japan,Import,"Mineral fuels, oils, distillation products",$168.66B,2024
japan,Import,"Electrical, electronic equipment",$106.10B,2024
japan,Import,"Machinery, nuclear reactors, boilers",$72.84B,2024
japan,Import,Pharmaceutical products,$30.22B,2024
japan,Import,Ores slag and ash,$27.84B,2024
japan,Import,"Optical, photo, technical, medical apparatus",$27.25B,2024
japan,Import,"Vehicles other than railway, tramway",$22.95B,2024
japan,Import,Plastics,$16.06B,2024
japan,Import,"Pearls, precious stones, metals, coins",$15.15B,2024
japan,Import,Organic chemicals,$14.66B,2024
jordan,Import,"Mineral fuels, oils, distillation products",$3.43B,2023
jordan,Import,"Vehicles other than railway, tramway",$2.33B,2023
jordan,Import,"Pearls, precious stones, metals, coins",$1.74B,2023
jordan,Import,"Machinery, nuclear reactors, boilers",$1.58B,2023
jordan,Import,"Electrical, electronic equipment",$1.34B,2023
jordan,Import,Commodities not specified according to kind,$1.24B,2023
jordan,Import,Cereals,$978.42M,2023
jordan,Import,Plastics,$833.61M,2023
jordan,Import,Pharmaceutical products,$775.23M,2023
jordan,Import,Knitted or crocheted fabric,$659.15M,2023
kazakhstan,Import,"Machinery, nuclear reactors, boilers",$9.64B,2023
kazakhstan,Import,"Vehicles other than railway, tramway",$7.76B,2023
kazakhstan,Import,"Electrical, electronic equipment",$5.85B,2023
kazakhstan,Import,Articles of iron or steel,$2.67B,2023
kazakhstan,Import,Plastics,$2.09B,2023
kazakhstan,Import,Pharmaceutical products,$1.95B,2023
kazakhstan,Import,"Mineral fuels, oils, distillation products",$1.82B,2023
kazakhstan,Import,"Articles of apparel, not knit or crocheted",$1.80B,2023
kazakhstan,Import,Iron and steel,$1.74B,2023
kazakhstan,Import,"Articles of apparel, knit or crocheted",$1.66B,2023
kuwait,Import,"Vehicles other than railway, tramway",$5.95B,2023
kuwait,Import,"Electrical, electronic equipment",$3.54B,2023
kuwait,Import,"Machinery, nuclear reactors, boilers",$3.38B,2023
kuwait,Import,"Pearls, precious stones, metals, coins",$2.15B,2023
kuwait,Import,Pharmaceutical products,$1.88B,2023
kuwait,Import,Articles of iron or steel,$1.41B,2023
kuwait,Import,"Optical, photo, technical, medical apparatus",$893.36M,2023
kuwait,Import,Plastics,$847.00M,2023
kuwait,Import,"Articles of apparel, knit or crocheted",$844.68M,2023
kuwait,Import,"Essential oils, perfumes, cosmetics, toileteries",$842.35M,2023
kyrgyzstan,Import,"Vehicles other than railway, tramway",$3.20B,2023
kyrgyzstan,Import,"Machinery, nuclear reactors, boilers",$2.58B,2023
kyrgyzstan,Import,"Mineral fuels, oils, distillation products",$893.81M,2023
kyrgyzstan,Import,"Electrical, electronic equipment",$648.55M,2023
kyrgyzstan,Import,Knitted or crocheted fabric,$429.89M,2023
kyrgyzstan,Import,Iron and steel,$307.32M,2023
kyrgyzstan,Import,"Footwear, gaiters and the like,",$286.06M,2023
kyrgyzstan,Import,Plastics,$261.44M,2023
kyrgyzstan,Import,Pharmaceutical products,$228.16M,2023
kyrgyzstan,Import,Miscellaneous articles of base metal,$208.52M,2023
laos,Import,"Mineral fuels, oils, distillation products",$692.74M,2020
laos,Import,"Electrical, electronic equipment",$618.78M,2020
laos,Import,"Machinery, nuclear reactors, boilers",$507.15M,2020
laos,Import,"Vehicles other than railway, tramway",$416.36M,2020
laos,Import,Live animals,$320.79M,2020
laos,Import,"Beverages, spirits and vinegar",$241.88M,2020
laos,Import,Articles of iron or steel,$234.19M,2020
laos,Import,Iron and steel,$191.06M,2020
laos,Import,Plastics,$164.22M,2020
laos,Import,"Paper and paperboard, articles of pulp, paper and board",$93.53M,2020
lebanon,Import,"Mineral fuels, oils, distillation products",$4.92B,2023
lebanon,Import,"Pearls, precious stones, metals, coins",$2.52B,2023
lebanon,Import,"Vehicles other than railway, tramway",$1.17B,2023
lebanon,Import,"Electrical, electronic equipment",$897.89M,2023
lebanon,Import,"Machinery, nuclear reactors, boilers",$834.55M,2023
lebanon,Import,Pharmaceutical products,$621.25M,2023
lebanon,Import,Iron and steel,$447.20M,2023
lebanon,Import,Plastics,$446.89M,2023
lebanon,Import,Cereals,$401.90M,2023
lebanon,Import,Live animals,$374.89M,2023
macao,Import,"Essential oils, perfumes, cosmetics, toileteries",$3.82B,2021
macao,Import,"Electrical, electronic equipment",$2.93B,2021
macao,Import,"Pearls, precious stones, metals, coins",$1.90B,2021
macao,Import,Clocks and watches,$1.52B,2021
macao,Import,"Articles of leather, animal gut, harness, travel good",$1.52B,2021
macao,Import,"Mineral fuels, oils, distillation products",$795.05M,2021
macao,Import,"Beverages, spirits and vinegar",$730.44M,2021
macao,Import,"Articles of apparel, knit or crocheted",$657.27M,2021
macao,Import,"Machinery, nuclear reactors, boilers",$535.92M,2021
macao,Import,"Articles of apparel, not knit or crocheted",$513.11M,2021
malaysia,Import,"Electrical, electronic equipment",$85.92B,2024
malaysia,Import,"Mineral fuels, oils, distillation products",$48.96B,2024
malaysia,Import,"Machinery, nuclear reactors, boilers",$38.87B,2024
malaysia,Import,Plastics,$9.08B,2024
malaysia,Import,"Vehicles other than railway, tramway",$8.05B,2024
malaysia,Import,"Optical, photo, technical, medical apparatus",$7.18B,2024
malaysia,Import,"Pearls, precious stones, metals, coins",$6.52B,2024
malaysia,Import,Iron and steel,$5.90B,2024
malaysia,Import,Aluminum,$5.43B,2024
malaysia,Import,Organic chemicals,$4.76B,2024
maldives,Import,"Mineral fuels, oils, distillation products",$760.39M,2023
maldives,Import,"Machinery, nuclear reactors, boilers",$334.09M,2023
maldives,Import,"Electrical, electronic equipment",$273.37M,2023
maldives,Import,"Salt, sulphur, earth, stone, plaster, lime and cement",$151.34M,2023
maldives,Import,Articles of iron or steel,$111.93M,2023
maldives,Import,"Aircraft, spacecraft",$101.21M,2023
maldives,Import,"Dairy products, eggs, honey, edible products",$96.18M,2023
maldives,Import,Meat and edible meat offal,$85.60M,2023
maldives,Import,Plastics,$85.53M,2023
maldives,Import,"Furniture, lighting signs, prefabricated buildings",$84.94M,2023
mongolia,Import,"Mineral fuels, oils, distillation products",$1.33B,2021
mongolia,Import,"Vehicles other than railway, tramway",$1.11B,2021
mongolia,Import,"Machinery, nuclear reactors, boilers",$766.41M,2021
mongolia,Import,"Electrical, electronic equipment",$482.29M,2021
mongolia,Import,Pharmaceutical products,$284.11M,2021
mongolia,Import,Articles of iron or steel,$275.65M,2021
mongolia,Import,Iron and steel,$236.31M,2021
mongolia,Import,Miscellaneous edible preparations,$151.94M,2021
mongolia,Import,Plastics,$144.69M,2021
mongolia,Import,"Optical, photo, technical, medical apparatus",$119.84M,2021
myanmar,Import,"Mineral fuels, oils, distillation products",$5.40B,2023
myanmar,Import,"Machinery, nuclear reactors, boilers",$964.75M,2023
myanmar,Import,"Electrical, electronic equipment",$778.02M,2023
myanmar,Import,"Animal, vegetable fats and oils, cleavage products",$652.65M,2023
myanmar,Import,Iron and steel,$649.53M,2023
myanmar,Import,Manmade filaments,$633.34M,2023
myanmar,Import,Fertilizers,$586.70M,2023
myanmar,Import,Plastics,$574.99M,2023
myanmar,Import,Manmade staple fibers,$541.82M,2023
myanmar,Import,Pharmaceutical products,$407.82M,2023
nepal,Import,"Mineral fuels, oils, distillation products",$3.16B,2022
nepal,Import,Iron and steel,$1.12B,2022
nepal,Import,"Machinery, nuclear reactors, boilers",$951.64M,2022
nepal,Import,"Electrical, electronic equipment",$858.20M,2022
nepal,Import,"Animal, vegetable fats and oils, cleavage products",$752.28M,2022
nepal,Import,Plastics,$533.81M,2022
nepal,Import,"Vehicles other than railway, tramway",$526.97M,2022
nepal,Import,Cereals,$477.95M,2022
nepal,Import,"Pearls, precious stones, metals, coins",$440.64M,2022
nepal,Import,Pharmaceutical products,$436.61M,2022
oman,Import,"Mineral fuels, oils, distillation products",$9.28B,2023
oman,Import,"Machinery, nuclear reactors, boilers",$3.62B,2023
oman,Import,"Vehicles other than railway, tramway",$3.22B,2023
oman,Import,"Electrical, electronic equipment",$2.30B,2023
oman,Import,Iron and steel,$1.63B,2023
oman,Import,Organic chemicals,$1.48B,2023
oman,Import,Ores slag and ash,$1.45B,2023
oman,Import,Articles of iron or steel,$1.41B,2023
oman,Import,Plastics,$990.79M,2023
oman,Import,"Pearls, precious stones, metals, coins",$915.71M,2023
palestine,Import,"Mineral fuels, oils, distillation products",$3.51B,2023
